candidate_id,name,counstituency,party,companies_house_url
53444,Matthew Theobald,Crewe and Nantwich,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/jGwiC0k5Fx_J8fAAN5MMZVAU_dQ/appointments
53535,Ash Cartman,North Somerset,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/UJLNM3mJ45Rx83Fp_D-4PoROikQ/appointments
53535,Ash Cartman,North Somerset,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/dV42x1nHgxCiYkBrvrqy82aRByA/appointments
53718,Mocky Khan,Didcot and Wantage,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/TbA8ixcDduypoSPkFyuvNpj7drA/appointments
53957,Pauline Wynter,Newton Abbot,Green Party,https://find-and-update.company-information.service.gov.uk/officers/KxjI0Ktzf40HB6csZr8_83Bj6Cg/appointments
54576,Markus Campbell-Savours,Penrith and Solway,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/AG6O6sZGBvkgYMaQg0XEOGb9a3s/appointments
54706,Sandra Elizabeth Daniells,Bognor Regis and Littlehampton,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/6w9o-rF51pdFbYKUHE6FSDrKPMQ/appointments
55594,Satvir Kaur,Southampton Test,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/F0q1P04LMWoBei8smNjhwxMSFgM/appointments
55684,Zen Bilas,Mansfield,Independent,https://find-and-update.company-information.service.gov.uk/officers/T62gpGLaq2WTTtLAtinUZqX91Ag/appointments
61105,Sean Timothy Bennett,Norwich South,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/oXyJi9JlPq0PAp2_WuwnkIwdrG4/appointments
61183,Waheed Akbar,Luton North,Workers Party of Britain,https://find-and-update.company-information.service.gov.uk/officers/UL1uACVJVGXa70NkRm66rxgVCso/appointments
61183,Waheed Akbar,Luton North,Workers Party of Britain,https://find-and-update.company-information.service.gov.uk/officers/eGNqB_g6BnIMh5WncPipDVy9-Ho/appointments
61603,Manuela Perteghella,Stratford-on-Avon,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/MsqWq3ajc3S2uv7Sx76vmf6IGec/appointments
61603,Manuela Perteghella,Stratford-on-Avon,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/ad-rKcdAu-BYu4HtPTGg_6gsT3k/appointments
61973,Sean Roger Matthews,Louth and Horncastle,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/OrnxBPWbdq-iYDHsZMi57BC2VvE/appointments
62398,James Gordon Ransley,Ashford,Consensus,https://find-and-update.company-information.service.gov.uk/officers/ltPSn5WRskckUSP9T0Qa2tTrBz0/appointments
63020,Paul Hartshorn,South Leicestershire,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/C2eKfMf9QY9r1jx3quZKSEgjy2Y/appointments
63418,Joanna Wiehe Collins,High Peak,Green Party,https://find-and-update.company-information.service.gov.uk/officers/BhONo46lJNWJekBA9Q8Y6EiidwI/appointments
64060,Andrew Graham Cooper,Mid Cheshire,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/aqFdqijj64rRasUdzjRwlcmqI-8/appointments
65433,Frank Adlington-Stringer,North East Derbyshire,Green Party,https://find-and-update.company-information.service.gov.uk/officers/MCv_iJuTFzKRjGZw6UBQEkAkQDI/appointments
66068,Martin Hugo Hess,Hove and Portslade,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/ZVGMXHxjkREApHzsK3xwsWu-zto/appointments
67759,Alan Edward Rayner,Torridge and Tavistock,Independent,https://find-and-update.company-information.service.gov.uk/officers/YDjfNaCBpOetd5knV0kP7BrdoEY/appointments
68032,Lee Raymond James Dillon,Newbury,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/Hu6WnrcuJxPphRLc6vCbU07ku8g/appointments
68629,Steve Darling,Torbay,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/XD-JGi0buL2ii_YKaeQDHGNdrGo/appointments
69530,Graham Colley,Rochester and Strood,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/SLgLL1KMGRCBroN68Facuvqd0S0/appointments
69530,Graham Colley,Rochester and Strood,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/zfgE4Q6u7l8sKpuzvLAINJmJqgA/appointments
69545,Brendan Patrick Donnelly,Finchley and Golders Green,Rejoin EU,https://find-and-update.company-information.service.gov.uk/officers/5BL9vuTwqt2tCPyA-Yc-atG-ge8/appointments
70308,Zarah Sultana,Coventry South,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/e2YZQdJo9e_JdKljdUsPN8IEXl0/appointments
70547,June Mummery,Lowestoft,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/ELIUbY-7xsnw-62dWY7XVGg57Z8/appointments
70602,Jenifer Ann Gould,Mitcham and Morden,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/VNqVbc0ebtOnTjY5cuu11wGisCc/appointments
70634,Jonathan William Harris,Daventry,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/9rlht1ahQRot2TaS7f2dWQn8KsE/appointments
70771,Robyn Sara Harris,North Cornwall,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/VcwdlZXgNhB63tpv5dcZwIX5O7s/appointments
71295,Josh Babarinde,Eastbourne,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/JP8ajpRzDWErDXCH1FTZS7_u_uw/appointments
71295,Josh Babarinde,Eastbourne,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/n1tNjdHJdaFIOvV4zzXukz0dcN8/appointments
71374,Chris Twells,South Cotswolds,The Liberal Party,https://find-and-update.company-information.service.gov.uk/officers/Ar-CoY9EJK6g9Kg8FrDVthHFnXs/appointments
71379,Stuart Hale,Colne Valley,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/8rNqBRFc4IsSlWC9V5AaFtQRK38/appointments
71386,Khalil Yousuf,Farnham and Bordon,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/ZLP-EaiJd5IdLedWpBrcBfwgQbc/appointments
71386,Khalil Yousuf,Farnham and Bordon,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/im1TOMJz-_xgBcxJgJ0WZB3Y27o/appointments
71402,Surjit Singh Duhre,Doncaster Central,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/dl8a4iZs1KXsdPoLo8riuJDhoWc/appointments
71439,Monica Harding,Esher and Walton,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/LWHa0s7UJTR71UhD5_jUCAYIaVE/appointments
71439,Monica Harding,Esher and Walton,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/eW19fs_HjA7mMi1rLCEKqL18ogQ/appointments
71442,Hannah Temple,Faversham and Mid Kent,Green Party,https://find-and-update.company-information.service.gov.uk/officers/VqdNkjNSebml3tHnmfiDqPnt8Og/appointments
71523,Martin York,Congleton,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/lKUqDxhZmndtF67_8KXEsrhVcWQ/appointments
71663,Alex Wagner,Shrewsbury,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/1ETe0enDE7yv3LhMlzOHgxtOvzI/appointments
71727,Chris Loder,West Dorset,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/M74LPKv_rJDqWW08-LGeXuiSg4w/appointments
71727,Chris Loder,West Dorset,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/MpcogZVLN-GlT_OtpK7zofQuobo/appointments
71743,Khalil Ahmed,Wycombe,Workers Party of Britain,https://find-and-update.company-information.service.gov.uk/officers/RTLCve7AtYRH60WgwfP2dAsmgWI/appointments
71828,Alix Mathieson,Mid Dunbartonshire,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/hWjJ9LirpUMYm40UsJSQbeyrqqA/appointments
71862,Kim Johnson,Liverpool Riverside,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/On7IocWvfC05iAkVCsoRvQu-t0U/appointments
71887,Deanna Nicholson,Mid Sussex,Green Party,https://find-and-update.company-information.service.gov.uk/officers/qNSN82F1xVC4d5srN8xTth1LL08/appointments
71964,Robert Leslie,Orkney and Shetland,Scottish National Party (SNP),https://find-and-update.company-information.service.gov.uk/officers/dQfgYJOMi-ofcF58S5PpnQiXoyU/appointments
71981,Richard Quigley,Isle of Wight West,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/TLALde0pTTC5J8SjiorgIjDkD1g/appointments
72000,John Humphries,Hertsmere,Green Party,https://find-and-update.company-information.service.gov.uk/officers/pYHpbssMEnD9_iEQ58v6xZSvYQA/appointments
72032,Jerome Mayhew,Broadland and Fakenham,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/pjdiUXg8d1jR693SZfAfbuMXoMo/appointments
72080,Mark Andrew Tunnicliff,Falkirk,Independent,https://find-and-update.company-information.service.gov.uk/officers/GtbeS8UZurS_927Nh8jC4bcOUXI/appointments
72116,Jake Fraser,Widnes and Halewood,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/fXcw5CjohfZgNqbzm4VZjhXrJKg/appointments
72145,Andrew Husband,North Durham,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/EvFdy6y8XMXDRCDe4zrZB-HddZM/appointments
72249,Kim Sherrie Knight,Blackpool South,Alliance for Democracy and Freedom,https://find-and-update.company-information.service.gov.uk/officers/FZhwtokjTahSP1iNsvWYOl8bqwg/appointments
72275,Charles Spencer Bunker,Hitchin,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/FIbFuZvXKxalDCbQFLpi42_diPU/appointments
72275,Charles Spencer Bunker,Hitchin,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/yfBWwgDavC_O5afG6Y_cMtHVJAE/appointments
72366,Geoff Courtenay,Uxbridge and South Ruislip,UK Independence Party (UKIP),https://find-and-update.company-information.service.gov.uk/officers/DjzlNfF8fbyXnGOocIlIAO6QpFA/appointments
72421,Stewart Stone,Brighton Kemptown and Peacehaven,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/V4ft6kBFFNHi9A38Wu3h7bIvMfc/appointments
72424,Ed Gemmell,Wycombe,Climate Party,https://find-and-update.company-information.service.gov.uk/officers/bZJPbPbBp8_V0avF85VCbjKLDSg/appointments
72493,John Richard Harris,St Ives,The Common People,https://find-and-update.company-information.service.gov.uk/officers/SNs_uqbsCQpzDPg-SqlvQptJBPg/appointments
72561,James Phillip Crocker,Stratford-on-Avon,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/f5rIfEdd2eI6FeA_EiMoUFiAMek/appointments
72698,Mary Page,Bristol North West,Green Party,https://find-and-update.company-information.service.gov.uk/officers/aiCZpICf2QvH0Kj0NnqpQfBZ8GM/appointments
72741,Keith Graham Tordoff,Skipton and Ripon,Independent,https://find-and-update.company-information.service.gov.uk/officers/xzWtT-73tCIYcHbw_L3K1-aSliY/appointments
72765,Ruraidh Stewart,"Inverness, Skye and West Ross-shire",Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/-FA-e4GzcLpGKEBZjdL_1w9V2UU/appointments
72853,Ashvir Sangha,Birmingham Edgbaston,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/ppv2503HlbuFa6pgknycGaDcDVo/appointments
72919,Oyebola Ajala,"Motherwell, Wishaw and Carluke",Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/QHgHmEyxH9qToJwrFhyGVHvT69w/appointments
72927,Steven Rajam,Vale of Glamorgan,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/wr0VoO_BZkWipXM7rhjRtw37KDs/appointments
72972,Debra Cooper,Bridgend,Green Party,https://find-and-update.company-information.service.gov.uk/officers/d8xK7L4CV7QfR2idlYlCi9HsATk/appointments
72997,Jonathan Brash,Hartlepool,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/4j8Zc5IpshuIrARQmG_0jFse0fw/appointments
72997,Jonathan Brash,Hartlepool,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/A9Xn0Ex3tPkl1WwqkqorQPuVon8/appointments
72997,Jonathan Brash,Hartlepool,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/qMV1kKRtB_IeMT_iD4TEQMYLNV8/appointments
72997,Jonathan Brash,Hartlepool,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/sF86eYhUa0PYzVCPKK6OmNXPB4I/appointments
73109,Jake Bonetta,Honiton and Sidmouth,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/Ed4niEiXVpZW08fTUiPvtohsJeg/appointments
73418,Paul Donaghy,Washington and Gateshead South,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/C6EwW3_qUPgj_EF39x_b_KFTg9A/appointments
73418,Paul Donaghy,Washington and Gateshead South,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/CSqw6ZMcTLplkZCLRk7T-XJ9BtA/appointments
73418,Paul Donaghy,Washington and Gateshead South,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/OWC8IDQghGbaAXAZZJLbGl5v6vM/appointments
73418,Paul Donaghy,Washington and Gateshead South,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/zCPT3M90mK1B-lqXAYB0nHsXsSg/appointments
73428,Derek Winton,Edinburgh East and Musselburgh,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/PqUkL1wS8WSu2CLnGl_eLLfU5cc/appointments
73804,Eva Comrie,Alloa and Grangemouth,Independent,https://find-and-update.company-information.service.gov.uk/officers/t1ECbJlk6g1sbRDYded90CinOUM/appointments
74026,Steve Aicheler,Caerphilly,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/cn8rmr8nR1aCeLYCosRyftFoxV4/appointments
74093,Graeme Downie,Dunfermline and Dollar,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/Y7OuWDPkMgqFj2v7JqrhXhoN9S0/appointments
74096,Richard Hewison,Chipping Barnet,Rejoin EU,https://find-and-update.company-information.service.gov.uk/officers/CMSA1fJPbwEigvvQB63OHzjl_E4/appointments
74096,Richard Hewison,Chipping Barnet,Rejoin EU,https://find-and-update.company-information.service.gov.uk/officers/vB7F5Pr6qMcMM3hn0wtm8LQIlZk/appointments
74190,Steve Ringham,Runnymede and Weybridge,Green Party,https://find-and-update.company-information.service.gov.uk/officers/v6PO2UoCZgbplaAsKrVNcE-2nUM/appointments
74211,Mark Hoath,Sutton Coldfield,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/LOKP06p0J6ZEicSgw26POULqK60/appointments
74211,Mark Hoath,Sutton Coldfield,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/T8HMD6MkvTRxV8zarxZ6a2Z03ok/appointments
74454,John Burleigh,Inverclyde and Renfrewshire West,Independent,https://find-and-update.company-information.service.gov.uk/officers/sLqZ0ox8xwsaw4-fkVxq1usW0F4/appointments
74644,Gareth Kirk,"Dumfriesshire, Clydesdale and Tweeddale",Scottish Family Party,https://find-and-update.company-information.service.gov.uk/officers/zkG1vJY90bWDUUT-CnRriJE677o/appointments
74657,Chris McEleny,Inverclyde and Renfrewshire West,Alba Party,https://find-and-update.company-information.service.gov.uk/officers/f1eecDLNwv4798MeXVXwocGhFUU/appointments
74657,Chris McEleny,Inverclyde and Renfrewshire West,Alba Party,https://find-and-update.company-information.service.gov.uk/officers/hmG9--jvToFdAZINIXi523GhOIs/appointments
74684,David Alexander Kirkwood,"Dumfriesshire, Clydesdale and Tweeddale",Reform UK,https://find-and-update.company-information.service.gov.uk/officers/cW_k3kvr4hJkY_O8hOANfaYSTMM/appointments
74884,Rufia Ashraf,South Northamptonshire,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/MRpjJTrLsGnZ3P5ZKrN8SaYjZ0Q/appointments
75338,Chris Northwood,Manchester Central,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/VoxBoNZyHxoQwAwEsxrNepOVDc8/appointments
75432,Chloe Isobel Turner,North Cotswolds,Green Party,https://find-and-update.company-information.service.gov.uk/officers/BG2nsrCanDsuXpHxyI3XWHtlAVY/appointments
75890,James Joseph Allen,Southend East and Rochford,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/3YcfDgzMyh7c91NniF4smF_AVlQ/appointments
76256,Neil Fisher,Barnsley North,Independent,https://find-and-update.company-information.service.gov.uk/officers/dRRcBP4dVwINpWOvtUjE_g1GLcA/appointments
76261,Edward Dillingham,Penistone and Stocksbridge,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/LiizhNrsfST5kPl13o4LsOlfxik/appointments
76261,Edward Dillingham,Penistone and Stocksbridge,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/jvOD5lL8g1hPwBXO1DnjR48lnn0/appointments
76347,Adrian Charles Amer,Newark,Independent Network,https://find-and-update.company-information.service.gov.uk/officers/PdPwo5PIMdZJ6lQ8MBA4V382HPc/appointments
76784,Calum Miller,Bicester and Woodstock,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/-1FrxaCHgk2rGP9lzj5agBsExEQ/appointments
77139,Mark Worsley Tebbutt,Chorley,Green Party,https://find-and-update.company-information.service.gov.uk/officers/sNXE64Cc3n_Z8EAH2tltHBdDYJ8/appointments
77522,Kelda Boothroyd,Derbyshire Dales,Green Party,https://find-and-update.company-information.service.gov.uk/officers/uqTAhLNYZRT4_qmaoXObgAcnybs/appointments
78206,Laura Elizabeth Kyrke-Smith,Aylesbury,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/dWnzas6KmdtlOgXWmDouAMo331Q/appointments
78370,Angela Sterling,Blaydon and Consett,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/9o3Jtj0gQbY6rL1f3QFrmS6yurI/appointments
78370,Angela Sterling,Blaydon and Consett,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/aiOUppyUJWN5iuaDQa8Nar7vxQQ/appointments
78561,Connor Donnithorne,Camborne and Redruth,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/2I13Q1rJtpfHfhomAY9xwJ9ZXXQ/appointments
78561,Connor Donnithorne,Camborne and Redruth,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/YcPHf1C1kTzAGxVhrOi47_69nyQ/appointments
78620,Sonya Lynne Mallin,Worthing West,Green Party,https://find-and-update.company-information.service.gov.uk/officers/xw3PTfB6-cIxyWKEfIoG6GqEXfI/appointments
78710,Glenn Karl Bluff,Doncaster North,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/Owa6lt0_zNrtFG4oH8-gS2aPero/appointments
79041,Andrew Hudson Cowell,Sheffield Hallam,Social Democratic Party,https://find-and-update.company-information.service.gov.uk/officers/HYXwmK2wB9n37C-84MBQcgAnAs8/appointments
79325,Sam Goggin,Surrey Heath,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/Qb-hGpLAWxuAc8TE5y1vsmumhR4/appointments
79325,Sam Goggin,Surrey Heath,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/vp0h0DdM15iQXzpfYwV2KWwdtUU/appointments
79647,Sam Christmas,Sheffield Central,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/lUJ0MQIfXHBcQPz4VlVFc3TZzVM/appointments
79804,James Elliot,Preston,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/lUJ31lEhuurGn5-UMQywiHi_qno/appointments
80320,Vivienne Neville,Hartlepool,Heritage Party,https://find-and-update.company-information.service.gov.uk/officers/QTkccpIJmaJeAHd1uuQ_pLM9m1I/appointments
80320,Vivienne Neville,Hartlepool,Heritage Party,https://find-and-update.company-information.service.gov.uk/officers/gUAS0XP1z_GErs3Tf6JHEFzFUPc/appointments
80320,Vivienne Neville,Hartlepool,Heritage Party,https://find-and-update.company-information.service.gov.uk/officers/unCdx6Kt7MpZDlTtja7V2weNWmw/appointments
80418,Gordon Fletcher,Cramlington and Killingworth,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/0WePyvfHtYWAQB6dKzpBgZGOQCw/appointments
80627,Paul Keene,Lewes,Green Party,https://find-and-update.company-information.service.gov.uk/officers/zZpZNe8hAB1iYCm7_KMy0R641Js/appointments
80692,Mitchell James Cryer,Burnley,Independent,https://find-and-update.company-information.service.gov.uk/officers/9ocgbnocwRObAEe_zC3RCPDyExI/appointments
80776,Nigel Adam Jacklin,Bexhill and Battle,Independent Network,https://find-and-update.company-information.service.gov.uk/officers/FthDW8YMqZDFijbPvcCtAZcwCtQ/appointments
81112,Thomas Culshaw,South West Wiltshire,Independent,https://find-and-update.company-information.service.gov.uk/officers/oDajB6Rzd_4SqUmRykceyGT3hTk/appointments
81177,Sam Easterby-Smith,Manchester Withington,Green Party,https://find-and-update.company-information.service.gov.uk/officers/_Xq432e-xznKUonGIdPMLvpfNks/appointments
81489,Mark Wooding,Central Devon,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/ANCQycjHI5qdCSK7Fr_fosjJeDA/appointments
81674,Lee Pitcher,Doncaster East and the Isle of Axholme,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/vFeZ-FPQJSqAUn7I9cZ2xKTRqes/appointments
81793,Jessie Kate Carter,South Suffolk,Green Party,https://find-and-update.company-information.service.gov.uk/officers/lcqDikFAUPcER4PMsAMdQRQOpto/appointments
81847,Shesh Sheshabhatter,Meriden and Solihull East,Green Party,https://find-and-update.company-information.service.gov.uk/officers/lWeA2IqUaXKVl52fIx4GOnnwEyg/appointments
81847,Shesh Sheshabhatter,Meriden and Solihull East,Green Party,https://find-and-update.company-information.service.gov.uk/officers/r5dec0Bf5VXQcR63JNDaLb3_nV8/appointments
81944,Roderick MacRorie,Smethwick,Green Party,https://find-and-update.company-information.service.gov.uk/officers/XwHVqlCUJHMTR9kGOTLibRGCMgY/appointments
82049,Amie Alissa Watson,Brigg and Immingham,Green Party,https://find-and-update.company-information.service.gov.uk/officers/RsEOdZ-vAkhTIKQKcDOCU7sN9pU/appointments
82049,Amie Alissa Watson,Brigg and Immingham,Green Party,https://find-and-update.company-information.service.gov.uk/officers/Zk8-Izfch44OVWQUIKStblVGMaw/appointments
83195,Rowland O'Connor,North Cornwall,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/_0L4FEN7d-xK0zraK3QQI94-cG4/appointments
83365,Jai Breitnauer,Bristol South,Green Party,https://find-and-update.company-information.service.gov.uk/officers/wAIJp7vfWnzHVtqxCJZyipMI7RM/appointments
83413,Charles Shackerley-Bennett,South Shropshire,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/rXQys4w9gAC3YqpYKjnXPZr7J0o/appointments
83755,Kim Leadbeater,Spen Valley,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/jbvDpmpqNUJ-m2S-lBjK7gxPgNg/appointments
83825,John Hannah,Bathgate and Linlithgow,Independence for Scotland Party,https://find-and-update.company-information.service.gov.uk/officers/XUPLff3C8FJZfntNtSvAu1w94x8/appointments
84050,Isabel Angela Saxby,Torridge and Tavistock,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/RENDcRO_GgZ7TCad7DmwE9aEAu0/appointments
84050,Isabel Angela Saxby,Torridge and Tavistock,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/s7MNit6a6tPZTq96KzfVmmoSUGg/appointments
84146,Lauren Rae Edwards,Rochester and Strood,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/-f7SVKoRNFPrhyBvGDjv75KtHv8/appointments
84436,Tom Pridham,Battersea,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/cCBheZgvifeiq7NlOIJjIWL1Tn8/appointments
84436,Tom Pridham,Battersea,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/f9H0Gbhr7_MWTJHx8L14tpriDLs/appointments
84818,Lyn Jardine,Lothian East,Scottish National Party (SNP),https://find-and-update.company-information.service.gov.uk/officers/KXX_Go0fRAOTTO4E_MbR7OTmngc/appointments
84941,Euan Hyslop,Edinburgh West,Scottish National Party (SNP),https://find-and-update.company-information.service.gov.uk/officers/Qv5PrdoB9rY3we0PLr1GxMdYeZs/appointments
85419,Michael Perera,"Inverness, Skye and West Ross-shire",Labour Party,https://find-and-update.company-information.service.gov.uk/officers/gvcbKfZB7hCDn6T6wymwtOZmVMs/appointments
85486,Graeme Craib,Aberdeen South,Scottish Family Party,https://find-and-update.company-information.service.gov.uk/officers/TYnGDg0Ep314Dm772lYRaFIWy_s/appointments
85601,Kathleen Robertson,"Moray West, Nairn and Strathspey",Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/IoH5uZFLtMX3uIXazOKLp2t3fpw/appointments
85725,Mamun Rashid,Glasgow South West,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/K_UxmgUTzTqNOivcbyM2hZBuMZU/appointments
85825,Hamish Goldie-Scot,"Berwickshire, Roxburgh and Selkirk",Scottish Family Party,https://find-and-update.company-information.service.gov.uk/officers/5b2hzJ9HFvKXqi6BIQF9CZKIOTE/appointments
85825,Hamish Goldie-Scot,"Berwickshire, Roxburgh and Selkirk",Scottish Family Party,https://find-and-update.company-information.service.gov.uk/officers/xIn-umP9Cg1l0RDU2H7eJcZC2zY/appointments
85942,Amanda Jane Hargreaves Hampsey,"Argyll, Bute and South Lochaber",Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/SoGkd2F3uxdx6rObaste9GIsB0I/appointments
86035,Zohaib Arshad,Falkirk,Alba Party,https://find-and-update.company-information.service.gov.uk/officers/6UVAcmpbO9KUF2wSKTb7GvBWv3c/appointments
86035,Zohaib Arshad,Falkirk,Alba Party,https://find-and-update.company-information.service.gov.uk/officers/9hcv7z5susXvnVh5uiYHUOWFeOY/appointments
86057,Rachel Kidd,Falkirk,Scottish Green Party,https://find-and-update.company-information.service.gov.uk/officers/Ro_l7_A9scjMYfVGyPrp9-RbGeE/appointments
86133,Graham Cox,Perth and Kinross-shire,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/q8CqUrFDiqORg1AXNaq4NB0Xjiw/appointments
86584,Aled Thomas,Ceredigion Preseli,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/4qhnXfjmNGIu3tCG7M09iQEMzVQ/appointments
86953,Amir Steve Ali,Oxford East,Independent,https://find-and-update.company-information.service.gov.uk/officers/C01hRJNH1TWwO10NKVOTcVS_FB8/appointments
86953,Amir Steve Ali,Oxford East,Independent,https://find-and-update.company-information.service.gov.uk/officers/kuKtQVw32korOyZZCu8SdmqwM3Y/appointments
87768,Susan Elizabeth Hunter,Bermondsey and Old Southwark,Green Party,https://find-and-update.company-information.service.gov.uk/officers/guJUIlwG7HJDdPYi6uwa90dyYtk/appointments
87957,Yasmin Gregory,Harlow,Green Party,https://find-and-update.company-information.service.gov.uk/officers/ESXaAcGHz7YopygMF2Z0vX9cUV0/appointments
88537,Simon Ronald Anthony,Barking,Green Party,https://find-and-update.company-information.service.gov.uk/officers/j7Sfw0ldmNBmf9TtKfkLOszFhds/appointments
88950,Chris Eynon,Sunderland Central,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/AkfI26t31wAnyN0Yf-HumAuf2ww/appointments
89285,Craig Woolmer,Kingston upon Hull North and Cottingham,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/kOZAjyiUu_Skzpq-vPFsA70IJT8/appointments
89695,Sean Clifford Reed,Carlisle,Independent,https://find-and-update.company-information.service.gov.uk/officers/UaX_xE3el5vP7SqEXIiCFg0GmOQ/appointments
89709,Brian Wernham,Carlisle,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/7iBJewnMYACWKD3LNtXu7_EOHgs/appointments
